 Barret	Speaker	BarretThe planet's dyin', Cloud!	Cloud	Referent
 Aerith	Speaker	AerithThanks, Cloud.	Cloud	Referent
 Aerith	Speaker	AerithCloud... so you did come for me.	Cloud	Referent
 Aerith	Speaker	AerithCloud, are you there?	Cloud	Referent
 Aerith	Speaker	AerithYeah, I'm all right.I knew that Cloud would come for me.	Cloud	Referent
 Aerith	Speaker	Aerith...!? Tifa! Tifa, you're there too!	Tifa	Referent
 Aerith	Speaker	AerithCloud... I just thought of something.	Cloud	Referent
 Aerith	Speaker	Aerith...thank you, Mr. Barret!	Barret	Referent
 Aerith	Speaker	AerithStop it, Cloud! I'm worried too.	Cloud	Referent
 Aerith	Speaker	AerithIt would have to be Cloud.	Cloud	Referent
 Aerith	Speaker	AerithOh, too bad. I liked Barret's sailor suit.He looked so cute.	Barret	Referent
 Aerith	Speaker	AerithMaybe I should get a tan for a change.Which do you like, Cloud?	Cloud	Referent
 Aerith	Speaker	AerithSounds good to me!Hmm? Cloud, are you thinking of anything in particular?Your cool exterior's cracking...Well then, let's go!	Cloud	Referent
 Aerith	Speaker	AerithOh! Cloud!!	Cloud	Referent
 Aerith	Speaker	AerithCloud, don't. If he dies, we won't find out anything!	Cloud	Referent
 Aerith	Speaker	AerithI'm Aerith. The least you can do is remember my name.I want you to tell me something, Professor Hojo...I know I'm an Ancient. My mother told me.	Aerith	Referent
 Aerith	Speaker	AerithProfessor Hojo...Is Jenova an Ancient? Is Sephiroth an Ancient? Do we all have the same blood?	Sephiroth	Referent
 Aerith	Speaker	AerithWhew... I don't know why I'm so tired.There's so many things I don't understand......I feel a little uneasy.Cloud...?What do you think of me?	Cloud	Referent
 Aerith	Speaker	AerithSay, Cloud. Have you ever been a bodyguard?You DO do everything, right?	Cloud	Referent
 Aerith	Speaker	AerithCloud... that one!	Cloud	Referent
 Aerith	Speaker	AerithCloud, help!	Cloud	Referent
 Aerith	Speaker	AerithThanks, Cloud.	Cloud	Referent
 Aerith	Speaker	AerithOh, Cloud, what are you doing!?	Cloud	Referent
 Aerith	Speaker	AerithHey...... Cloud. Were you... ever in SOLDIER?	Cloud	Referent
 Aerith	Speaker	AerithI'm home, mom.This is Cloud. My bodyguard.	Cloud	Referent
 Aerith	Speaker	AerithI'm all right. I had Cloud with me.	Cloud	Referent
 Aerith	Speaker	AerithIs Tifa...... a girl?	Tifa	Referent
 Aerith	Speaker	AerithA girl!! What do you mean by that!?You expect me to just sit by and listen, after hearing you say something like that!?Mom! I'm taking Cloud to Sector 7. I'll be back in a while.	Cloud	Referent
 Aerith	Speaker	AerithYou need to go through Sector 6 to get to Sector 7. Sector 6 is a little dangerous so you'd better get some rest tonight.Cloud...Good night.	Cloud	Referent
 Aerith	Speaker	AerithCloud! I thought the Turks came back! Get some rest!	Cloud	Referent
 Aerith	Speaker	AerithYou have to go through the slum in Sector 6 to get to Tifa's 7th Heaven.I'll take you there. Come on!	Tifa	Referent
 Aerith	Speaker	AerithCloud, you're late!	Cloud	Referent
 Aerith	Speaker	AerithThat's all right, Cloud.	Cloud	Referent
 Aerith	Speaker	AerithTifa... You were waiting outside then?	Tifa	Referent
 Aerith	Speaker	AerithWhat happened to Sephiroth?	Sephiroth	Referent
 Aerith	Speaker	AerithI...The Ancients...... Cetra...... Jenova...... Sephiroth and myself......	Sephiroth	Referent
 Aerith	Speaker	AerithCloud. Take this.	Cloud	Referent
 Aerith	Speaker	AerithCloud!!I was just wishing you were here!Unless someone lets down the bridge, we're stuck.Cloud should be able to do something.But let's take a breather first.	Cloud	Referent
 Aerith	Speaker	AerithCome on, Cloud. Let's rest a minute.	Cloud	Referent
 Aerith	Speaker	AerithI'm sure glad I'm with you, Cloud!	Cloud	Referent
 Aerith	Speaker	AerithOh, Cloud!! Good Luck!!	Cloud	Referent
 Aerith	Speaker	AerithCloud......	Cloud	Referent
 Aerith	Speaker	AerithCloud......	Cloud	Referent
 Aerith	Speaker	AerithBarret, what happened?	Barret	Referent
 Aerith	Speaker	Aerith (leaning forward)Tifa, don't worry! She's all right!	Tifa	Referent
 Aerith	Speaker	AerithZack... SOLDIER First Class. Same as Cloud.	Cloud	Referent
 Aerith	Speaker	AerithAre you... jealous? Hmm? Hmmm? Are you, Cloud?	Cloud	Referent
 Aerith	Speaker	AerithLet's go, Cloud.	Cloud	Referent
 Aerith	Speaker	Aerith...You know......I think Hojo did something to those men in the Black Capes.But I don't know what it has to do with Sephiroth though...That's why I think we should just go after Sephiroth himself.	Sephiroth	Referent
 Aerith	Speaker	AerithThis sounds like fun. Come on Cloud, let's do it.	Cloud	Referent
 Aerith	Speaker	AerithCloud... I mean, Alfred...	Cloud	Referent
 Aerith	Speaker	AerithStop it Cloud! What are you doing!?The play's a disaster! Now I'm getting mad!	Cloud	Referent
 Aerith	Speaker	AerithStop it Cloud! What are you doing!?The play's a disaster! Now I'm getting mad!	Cloud	Referent
 Aerith	Speaker	AerithStop it Cloud! What are you doing!?The play's a disaster! Now I'm getting mad!	Cloud	Referent
 Aerith	Speaker	AerithCloud... I mean, Alfred...	Cloud	Referent
 Aerith	Speaker	AerithStop it Cloud! What are you doing!?The play's a disaster! Now I'm getting mad!	Cloud	Referent
 Aerith	Speaker	AerithStop it Cloud! What are you doing!?The play's a disaster! Now I'm getting mad!	Cloud	Referent
 Aerith	Speaker	AerithWow, how nice.Oh! Look, Cloud.It's so pretty.	Cloud	Referent
 Aerith	Speaker	AerithHey? What's Cait Sith doing?	Cait Sith	Referent
 Aerith	Speaker	AerithWe've got no time for this! Let's go after Cait Sith!	Cait Sith	Referent
 Aerith	Speaker	AerithWe don't have time for this! We've got to go after Cait Sith.	Cait Sith	Referent
 Aerith	Speaker	Aerithhere's no time for this! We have to go after Cait Sith.	Cait Sith	Referent
 Aerith	Speaker	AerithWe don't have time for that!? Let's hurry and go after Cait Sith!	Cait Sith	Referent
 Aerith	Speaker	AerithThere's no time for that!! Let's hurry and go after Cait Sith!	Cait Sith	Referent
 Aerith	Speaker	AerithThere's no time for this, right!? Let's hurry after Cait Sith!	Cait Sith	Referent
 Aerith	Speaker	AerithAfter all, we came all this way, Cloud.	Cloud	Referent
 Aerith	Speaker	AerithCloud, why are you still worrying about it?	Cloud	Referent
 Johnny	Speaker	JohnnyYou're Tifa's childhood friend, and you brought a new girlfriend to a place like this!?What kind of guy are you!!	Tifa	Referent
 Johnny	Speaker	JohnnyAerith...... Thanks for the flower and 1 gil.I'll treasure this! I'm going to dry it and keep it for good luck.	Aerith	Referent
 Johnny	Speaker	Johnnymumble... mumble... (Tifa, promise me you're gonna be happy.)	Tifa	Referent
 Johnny	Speaker	JohnnyI'm leaving. Goin' faraway. But when I come back I'll be a better man! This is goodbye!Hey! Childhood friend! You better take good care of Tifa!	Tifa	Referent
 Punk	Speaker	PunkI asked Aerith for a date...And she said not even if I paid her 1,000,000 gil.Her flowers cost 300 gil, too... She's a good business woman.	Aerith	Referent
 Older Man	Speaker	Older ManHey, you're pretty fast. Tifa's our newest girl.But, unfortunately, she's having an interview right now.Here at the Honey Bee Inn, it's customary for all the new girls to be taken to Don Corneo's mansion.Don Corneo's a famous dilettante. Now he wants to settle down and is in the market for a bride.	Tifa	Referent
 Older Man	Speaker	Older ManSorry, Cloud. Priscilla needs to rest for a while.	Cloud	Referent
 Older Man	Speaker	Older ManWhat? Cloud is missing?	Cloud	Referent
 Older Man	Speaker	Older ManListen Cloud, I'm over the hill, but Priscilla is still a child.Isn't there a way to protect at least her from Meteor?	Cloud	Referent
 Redhead in Suit	Speaker	Redhead in SuitI bought some pretty flowers from Aerith.500 gil, a little expensive. Well, at least I got her name.	Aerith	Referent
 Man	Speaker	ManListen, I'm sorry about last time. Yuffie told me not to sell anything to you.	Yuffie	Referent
 Man	Speaker	ManI heard President Shinra was killed. And his son Rufus, the new president, was badly hurt.Hey, I bet that's news to you?	Rufus	Referent
 Man	Speaker	ManSephiroth put up a huge barrier around the North Crater.Rufus wants to use a mammoth cannon to smash the barrier.He plans to have Shinra troops rush in and attack Sephiroth after the barrier falls.	Rufus	Referent
 Man	Speaker	ManSephiroth put up a huge barrier around the North Crater.Rufus wants to use a mammoth cannon to smash the barrier.He plans to have Shinra troops rush in and attack Sephiroth after the barrier falls.	Sephiroth	Referent
 Man	Speaker	ManThe North Crater barrier's been demolished?So now's the time to defeat Sephiroth.	Sephiroth	Referent
 Barkeeper	Speaker	BarkeeperCid's had some bad breaks. It's really no one's fault he couldn't go into space.Just bad luck, I guess...	Cid	Referent
 Barkeeper	Speaker	BarkeeperY'know, I heard Rufus rushed back to headquarters in Midgar...	Rufus	Referent
 Old Man	Speaker	Old ManBecause those Shinra creeps locked us up in our houses, we couldn't even watch the rocket lift off.I never thought that my only hobby would be destroyed by that arrogant young Rufus...!	Rufus	Referent
 Old Man	Speaker	Old ManI wish you'd take care of it and use it...Maybe it's time for me to get a new hobby...Mmm. You know that Shinra sports car at Cid's house? It might be fun to try and restore that thing...	Cid	Referent
 Old Man	Speaker	Old ManIf something ever happened to President Rufus, That'd be the end of Shinra, Inc...... and the rest of the world, too.	Rufus	Referent
 Woman 2	Speaker	Woman 2Hey! President Rufus came here yesterday.He used to be the President's little boy. We nicknamed him the little Prez!He didn't look much different than the surfers on the beach.	Rufus	Referent
 Woman 3	Speaker	Woman 3Oh, yeah...? Welcome, Cloud.(Gross! Don't get carried away, remember your name is 'Pooch!')Take care... Cloud.	Cloud	Referent
 Men	Speaker	MenWell, lookey here! Never thought I'd ever see your face again.Those people over there, they with you?Well, I feel sorry for 'em! Hangin' around a walkin' death sentence like Barret.	Barret	Referent
 Tifa	Speaker	Tifa...And you are?Hey you're the one with Cloud in the park...	Cloud	Referent
 Tifa	Speaker	TifaWhat do you mean, 'Don't worry'... about what?No, don't misunderstand.Cloud and I grew up together. Nothing more.	Cloud	Referent
 Tifa	Speaker	TifaCloud?	Cloud	Referent
 Tifa	Speaker	TifaOh, Aerith did...	Aerith	Referent
 Tifa	Speaker	TifaWhen we got back from the Number 5 reactor, there was this weird man.So Barret caught him and squeezed some information out of him.	Barret	Referent
 Tifa	Speaker	TifaRight, Don Corneo.Barret told me to leave the lech alone...But something's been bothering me.	Barret	Referent
 Tifa	Speaker	TifaYes. Thanks, Ms. Aerith.	Aerith	Referent
 Tifa	Speaker	TifaHa ha... You know, if you look closely, you're not so bad...I wonder what Barret would say if he could see you now...	Barret	Referent
 Tifa	Speaker	TifaCloud!!	Cloud	Referent
 Tifa	Speaker	TifaCloud!!	Cloud	Referent
 Tifa	Speaker	TifaCloud...Were you really......	Cloud	Referent
 Tifa	Speaker	TifaThey're going to wipe out the Sector 7 Slums!?Cloud, will you come with me to Sector 7?	Cloud	Referent
 Tifa	Speaker	TifaCloud, what are you going to do?	Cloud	Referent
 Tifa	Speaker	TifaHey wake up. Wake up, Cloud!	Cloud	Referent
 Tifa	Speaker	TifaNo... it was 5 years ago. I don't remember.But, something seems strange outside. Cloud, come quick.	Cloud	Referent
 Tifa	Speaker	TifaHigh voltage tower......I guess this means Cloud'll be all right.	Cloud	Referent
 Tifa	Speaker	TifaHey, Cloud!	Cloud	Referent
 Tifa	Speaker	TifaCloud!!	Cloud	Referent
 Tifa	Speaker	TifaCloud, what are you doing!?	Cloud	Referent
 Tifa	Speaker	TifaRed XIII seems different, doesn't he?	Red XIII	Referent
 Tifa	Speaker	TifaNanaki...... I wonder what's happened to Nanaki...? He's as excited as a little boy.	Nanaki	Referent
 Tifa	Speaker	TifaCloud...Bonfires are funny, aren't they?They make you remember all sorts of things.You know, Cloud. 5 Years ago.........It's nothing.No, forget. I'm afraid to ask...	Cloud	Referent
 Tifa	Speaker	TifaBarret!!	Barret	Referent
 Tifa	Speaker	TifaCloud, come over here! Let's look at the Railway Map Monitor.	Cloud	Referent
 Tifa	Speaker	TifaPapa...Sephiroth!?Sephiroth did this to you, didn't he!?Sephiroth... SOLDIER... Mako Reactors... Shinra... Everything!I hate them all!	Sephiroth	Referent
 Tifa	Speaker	TifaHelp, Cloud!THIS is from SOLDIER?	Cloud	Referent
 Tifa	Speaker	TifaBarret! Can't you do something?	Barret	Referent
 Tifa	Speaker	TifaCloud! Please don't die! You can't die! There's still so much I want to tell you!	Cloud	Referent
 Tifa	Speaker	TifaYuffie, you're not......!	Yuffie	Referent
 Tifa	Speaker	TifaKnowing Yuffie, she's still hidden somewhere in town. You sure?	Yuffie	Referent
 Tifa	Speaker	TifaGive it up, Yuffie!	Yuffie	Referent
 Tifa	Speaker	TifaI'm sorry, Yuffie. I know how you feel, but we need materia too....We just can't let you have it. Please understand.	Yuffie	Referent
 Tifa	Speaker	Tifa......all right. Corneo stole Yuffie from us, as well.And without her, there's no way we'll get our materia back.	Yuffie	Referent
 Tifa	Speaker	TifaCloud, you all right?	Cloud	Referent
 Tifa	Speaker	TifaBarret!?	Barret	Referent
 Tifa	Speaker	Tifa...Barret......	Barret	Referent
 Tifa	Speaker	TifaRight, Cloud. We'll be waiting and rooting for you.	Cloud	Referent
 Tifa	Speaker	TifaCloud, do you know her?	Cloud	Referent
 Tifa	Speaker	Cloud- ......That's right.- You kiddin'?Tifa- ......That's right- No way!Cid- ......That's right- What're you sayin'!	Tifa	Referent
 Tifa	Speaker	Cloud- ......That's right.- You kiddin'?Tifa- ......That's right- No way!Cid- ......That's right- What're you sayin'!	Cid	Referent
 Tifa	Speaker	Tifa....whisper... whisper... (Wasn't that a little harsh, Aerith!?)	Aerith	Referent
 Tifa	Speaker	TifaWe'd better be careful, Sephiroth might be around.	Sephiroth	Referent
 Tifa	Speaker	TifaCloud!I'll go with you.	Cloud	Referent
 Tifa	Speaker	TifaOh, how pretty.Look, Cloud.Oh, Cloud.Look, look.Look, there.	Cloud	Referent
 Tifa	Speaker	TifaIs it all right, Cloud?	Cloud	Referent
 Tifa	Speaker	TifaHey, Cloud, Are we going back without the others?	Cloud	Referent
 Tifa	Speaker	TifaWa... wait Cloud!	Cloud	Referent
 Tifa	Speaker	TifaIt's my fault... I was the one who got Aerith involved in this.	Aerith	Referent
 Tifa	Speaker	TifaYou're going after Aerith, right?	Aerith	Referent
